Date,Open,High,Low,Close,Volume
2026-01-28 00:00:00+05:30,418.0,457.5,417.29998779296875,453.0,71986647
2026-01-29 00:00:00+05:30,454.25,455.95001220703125,438.25,444.5,42412510
2026-01-30 00:00:00+05:30,446.8500061035156,451.95001220703125,439.29998779296875,449.0,36680275
